customer_id,first_name,last_name,gender,num_prev_purchase,DOB,age,job_title,job_industry,wealth_segment,owns_car,street,state,country,post_code,num_purchase,total_purchase
2374,Dolf,Baudichon,Male,6,1993-06-15,30.0,Design Engineer,Financial Services,Mass Customer,N,43898 Prentice Court,VIC,Australia,3025,7.0,8058.31
2375,Alika,Milbourne,Female,21,1987-03-17,36.0,Sales Representative,Retail,Affluent Customer,N,2 Melody Alley,VIC,Australia,3172,7.0,11262.82
2376,Eada,Narbett,Female,84,1958-10-23,64.0,Community Outreach Specialist,n/a,High Net Worth,N,01 Dunning Drive,NSW,Australia,2064,4.0,3586.08
2377,Kristien,Dunne,Female,29,1998-10-02,24.0,Analog Circuit Design manager,IT,High Net Worth,N,86686 Novick Center,VIC,Australia,3147,5.0,7499.95
2378,Aggi,Farncombe,Female,41,1994-04-25,29.0,Research Assistant II,Manufacturing,Affluent Customer,N,51 Leroy Place,NSW,Australia,2065,5.0,5534.00
2379,Trixie,Piscopiello,Female,85,1981-05-05,42.0,Occupational Therapist,Health,Affluent Customer,N,5390 Park Meadow Park,NSW,Australia,2222,11.0,13508.82
2380,Merissa,Milella,Female,44,1956-04-09,67.0,Technical Writer,Retail,Mass Customer,N,4 Judy Park,NSW,Australia,2016,7.0,7948.44
2381,Dulsea,Pladen,Female,91,1973-02-12,50.0,Programmer I,Agriculture,Affluent Customer,N,9 American Ash Plaza,NSW,Australia,2015,7.0,8340.45
2382,Turner,Huggens,Male,79,1971-07-05,51.0,Accounting Assistant III,Retail,Mass Customer,N,3 Riverside Drive,QLD,Australia,4034,7.0,4414.01
2383,Zaria,Eberz,Female,34,1978-09-15,44.0,Compensation Analyst,Financial Services,Mass Customer,N,25925 Service Crossing,NSW,Australia,2147,9.0,14057.06
2384,Garey,Letrange,Male,96,1961-07-16,61.0,Operator,Health,High Net Worth,N,080 Pond Alley,NSW,Australia,2065,6.0,5380.91
2385,Gaultiero,Lissenden,Male,70,1958-12-17,64.0,Dental Hygienist,Health,Mass Customer,N,1816 Monument Park,VIC,Australia,3074,8.0,8415.88
2386,Adrianne,Lowerson,Female,93,1997-07-06,25.0,Compensation Analyst,Financial Services,Mass Customer,N,1 Nova Avenue,NSW,Australia,2200,7.0,8645.22
2387,Roy,Jone,Male,33,1977-08-30,45.0,Nurse,n/a,High Net Worth,N,98 Mesta Street,NSW,Australia,2038,2.0,1088.10
2388,Quincy,Weben,Male,84,1997-05-28,26.0,Cost Accountant,Financial Services,Mass Customer,N,7256 Forster Crossing,NSW,Australia,2533,7.0,10366.71
2389,Sibyl,Gudge,Male,18,1973-12-28,49.0,Desktop Support Technician,Retail,High Net Worth,N,249 Burning Wood Point,NSW,Australia,2758,3.0,2620.46
2390,Tonya,Nealand,Female,48,1964-05-06,59.0,Legal Assistant,Property,Mass Customer,N,12651 Lake View Point,QLD,Australia,4209,7.0,10509.61
2391,Corny,Millott,Female,72,1961-04-22,62.0,Nurse Practicioner,Health,Mass Customer,N,9501 Melby Avenue,QLD,Australia,4178,10.0,11208.75
2392,Isadora,Gronaller,Female,48,2001-01-11,22.0,Marketing Assistant,Manufacturing,Affluent Customer,N,69810 Westridge Avenue,NSW,Australia,2573,5.0,5215.18
2393,Dorian,Colledge,Female,68,1981-06-21,42.0,Registered Nurse,Health,High Net Worth,N,422 Crownhardt Court,QLD,Australia,4179,2.0,713.47
2394,Ferne,Reese,Female,31,1995-11-12,27.0,GIS Technical Architect,n/a,Mass Customer,N,4 Londonderry Junction,QLD,Australia,4159,1.0,980.37
2395,Ashlin,Kesby,Male,23,1966-02-26,57.0,Executive Secretary,n/a,High Net Worth,N,7346 Luster Circle,QLD,Australia,4131,1.0,544.05
2396,Elmira,Wildblood,Female,40,1973-08-02,49.0,Recruiter,Retail,Affluent Customer,N,43 Commercial Road,QLD,Australia,4128,5.0,5478.09
2397,Cassius,Birchenough,Male,33,1985-06-10,38.0,Analyst Programmer,Retail,Affluent Customer,N,44083 Village Court,NSW,Australia,2142,9.0,10991.19
2398,Mirelle,,Female,6,2000-10-11,22.0,Administrative Assistant IV,Financial Services,High Net Worth,N,57 Tennessee Alley,QLD,Australia,4034,3.0,1753.93
2399,Devonne,McPolin,Female,20,1980-06-11,43.0,Software Consultant,Manufacturing,High Net Worth,N,57 Debra Terrace,NSW,Australia,2259,6.0,4546.87
2400,Lindsay,Stollsteiner,Male,73,1978-02-28,45.0,Office Assistant III,Property,Mass Customer,N,846 Carberry Street,QLD,Australia,4218,8.0,10945.64
2401,Drake,Riguard,Male,7,1977-07-31,45.0,Staff Scientist,n/a,Mass Customer,N,4 Center Park,VIC,Australia,3807,8.0,11414.68
2402,Merrielle,Strafen,Female,99,1957-06-07,66.0,Cost Accountant,Financial Services,Mass Customer,N,1 Coolidge Plaza,NSW,Australia,2150,3.0,4490.75
2403,Karalee,Tremlett,Female,41,1977-10-25,45.0,Technical Writer,Financial Services,Affluent Customer,N,544 Northland Place,NSW,Australia,2190,5.0,4187.09
2404,Conney,Grouse,Male,13,1960-03-14,63.0,Graphic Designer,Retail,Mass Customer,N,91 Norway Maple Hill,NSW,Australia,2065,6.0,8151.25
2405,Quintana,Merricks,Female,16,1957-07-28,65.0,Structural Analysis Engineer,n/a,Mass Customer,N,5 Myrtle Trail,NSW,Australia,2285,6.0,3864.14
2406,Randal,Messager,Male,34,1973-06-11,50.0,Executive Secretary,n/a,Affluent Customer,N,645 Thackeray Street,QLD,Australia,4879,4.0,4579.89
2407,Merrily,,Female,24,1959-03-30,64.0,NA,Financial Services,High Net Worth,N,1439 Utah Court,NSW,Australia,2176,6.0,3126.42
2408,Celestia,,Female,38,1955-10-10,67.0,VP Marketing,Health,Mass Customer,N,9 Hollow Ridge Circle,NSW,Australia,2500,3.0,4441.81
2409,Carolan,Ortler,Female,23,1989-07-13,33.0,NA,Health,Mass Customer,N,4177 Bluejay Street,NSW,Australia,2560,7.0,7682.86
2410,Eugenia,Verey,Female,75,1974-08-24,48.0,Geological Engineer,Manufacturing,Mass Customer,N,75351 Ridgeview Lane,VIC,Australia,3181,7.0,7316.07
2411,Casey,McDade,Male,0,1964-05-27,59.0,Technical Writer,Financial Services,High Net Worth,N,4006 Algoma Crossing,NSW,Australia,2041,4.0,4543.43
2412,Tiffi,Havercroft,Female,77,1981-05-26,42.0,Chemical Engineer,Manufacturing,Affluent Customer,N,881 Debs Center,QLD,Australia,4051,6.0,7619.37
2413,Abbey,Murrow,Male,27,1943-08-11,79.0,Environmental Specialist,Manufacturing,High Net Worth,N,423 Debra Terrace,VIC,Australia,3082,7.0,6454.62
2414,Basile,Bowlas,U,18,,,Registered Nurse,Health,Mass Customer,N,1369 Wayridge Terrace,VIC,Australia,3802,4.0,5682.46
2415,Tanner,Harp,Male,56,1978-11-05,44.0,Web Designer II,Manufacturing,Mass Customer,N,6142 Grayhawk Lane,NSW,Australia,2298,5.0,4765.54
2416,Eberhard,Shalcras,Male,19,1959-12-29,63.0,Office Assistant I,Health,Affluent Customer,N,5 Steensland Hill,NSW,Australia,2768,2.0,2220.23
2417,Cacilia,Swetland,Female,27,1974-06-24,49.0,Nurse,n/a,Affluent Customer,N,37983 Logan Street,NSW,Australia,2154,1.0,1129.13
2418,Elspeth,Brazil,Female,82,1970-04-05,53.0,Software Engineer III,Property,Mass Customer,N,31168 Messerschmidt Street,VIC,Australia,3024,7.0,9524.36
2419,Aron,Karlsen,Male,96,1978-07-04,44.0,Physical Therapy Assistant,Property,High Net Worth,N,240 Lake View Road,QLD,Australia,4118,8.0,7615.92
2420,Celie,Guyers,Female,10,1976-08-26,46.0,Staff Scientist,Financial Services,High Net Worth,N,290 Jay Drive,QLD,Australia,4210,3.0,2503.11
2421,Marilee,Garbott,Female,54,1954-08-16,68.0,Research Nurse,Health,Affluent Customer,N,1369 Morrow Plaza,VIC,Australia,3046,6.0,3378.34
2422,Crysta,Woliter,Female,96,1978-11-30,44.0,Librarian,Entertainment,High Net Worth,N,61976 Emmet Junction,NSW,Australia,2178,5.0,3254.60
2423,Lenci,Symcox,Male,49,1981-02-20,42.0,Professor,IT,Mass Customer,N,7585 Rutledge Trail,VIC,Australia,3161,1.0,202.62
2424,Loren,Batkin,Male,17,1982-01-06,41.0,NA,n/a,Affluent Customer,N,9 Northwestern Pass,QLD,Australia,4879,7.0,7703.30
2425,Barn,Sainsberry,Male,32,1976-03-19,47.0,Help Desk Technician,n/a,Mass Customer,N,16 Dwight Court,NSW,Australia,2154,9.0,9269.15
2426,Yancy,Ovett,U,64,,,,IT,Affluent Customer,N,4 Becker Center,NSW,Australia,2145,5.0,8399.89
2427,Myrta,Whibley,Female,20,1998-10-15,24.0,Senior Developer,n/a,High Net Worth,N,96 Hintze Point,NSW,Australia,2147,6.0,5564.83
2428,Pauly,Keightley,Male,74,1968-07-26,54.0,Help Desk Operator,n/a,Mass Customer,N,34222 Vera Circle,VIC,Australia,3240,9.0,10689.22
2429,Emeline,Baldi,Female,54,1980-11-11,42.0,Assistant Professor,Manufacturing,Mass Customer,N,338 Little Fleur Avenue,NSW,Australia,2170,3.0,3811.29
2430,Humbert,Dikles,Male,38,1968-09-06,54.0,Quality Engineer,n/a,Mass Customer,N,57769 Gulseth Lane,NSW,Australia,2040,4.0,3385.21
2431,Alvy,Tyndall,Male,15,1999-12-24,23.0,Senior Cost Accountant,Financial Services,Mass Customer,N,309 Shopko Center,QLD,Australia,4211,2.0,1903.26
2432,Ebba,Melhuish,Female,67,1981-02-21,42.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,37 Roth Place,NSW,Australia,2144,7.0,4952.52
2433,Burty,Strutz,Male,38,1976-07-19,46.0,Nurse Practicioner,n/a,High Net Worth,N,618 Kropf Drive,NSW,Australia,2261,10.0,7865.35
2434,Lenci,Soars,Male,40,1956-11-17,66.0,Environmental Specialist,n/a,Affluent Customer,N,1966 Glendale Avenue,QLD,Australia,4207,9.0,11089.32
2435,Orly,Ceney,Female,69,1961-08-12,61.0,Account Coordinator,Manufacturing,Mass Customer,N,401 Pond Circle,QLD,Australia,4019,5.0,7303.94
2436,Jaymie,Wellesley,Male,37,1986-03-21,37.0,Help Desk Technician,IT,Mass Customer,N,582 Kropf Avenue,NSW,Australia,2032,4.0,3919.84
2437,Simonette,Cressingham,Female,90,1977-05-01,46.0,Marketing Manager,Financial Services,Mass Customer,N,2 Columbus Park,VIC,Australia,3075,2.0,1436.80
2438,Lorianne,Ethersey,Female,76,1983-01-29,40.0,Speech Pathologist,Manufacturing,Mass Customer,N,99739 Coolidge Crossing,NSW,Australia,2760,7.0,7072.40
2439,Shelly,Yakebovitch,Female,44,1967-10-02,55.0,NA,Manufacturing,Affluent Customer,N,75 Westerfield Park,QLD,Australia,4570,6.0,6355.74
2440,Lethia,Juanes,Female,17,1959-09-21,63.0,Engineer II,Manufacturing,Affluent Customer,N,62842 Pearson Point,NSW,Australia,2508,4.0,5566.95
2441,Loutitia,Pinkie,Female,52,1959-03-29,64.0,NA,Property,High Net Worth,N,78426 Fulton Plaza,QLD,Australia,4223,2.0,1208.25
2442,Odie,Enrrico,Male,8,1957-10-13,65.0,Social Worker,Health,Affluent Customer,N,336 Service Pass,NSW,Australia,2073,6.0,6161.40
2443,Towny,Python,Male,30,1990-02-13,33.0,Computer Systems Analyst I,Property,High Net Worth,N,4 Northridge Center,NSW,Australia,2076,6.0,5132.54
2444,Emmet,Cristoforo,Male,22,1977-05-13,46.0,Associate Professor,Manufacturing,High Net Worth,N,8 Superior Court,VIC,Australia,3174,4.0,3887.20
2445,Johnnie,Prujean,Male,46,1976-03-11,47.0,Quality Control Specialist,Retail,Affluent Customer,N,8147 Dapin Hill,NSW,Australia,2280,5.0,5635.56
2446,Lovell,Kiss,Male,33,1956-09-07,66.0,NA,Retail,Affluent Customer,N,047 Kedzie Park,NSW,Australia,2206,7.0,9602.64
2447,Richard,Poor,Male,55,1997-01-06,26.0,Tax Accountant,n/a,Affluent Customer,N,9346 Sunfield Plaza,NSW,Australia,2671,7.0,8063.74
2448,Lorri,Iston,Female,5,1992-12-18,30.0,Structural Analysis Engineer,Property,High Net Worth,N,11 Dunning Pass,NSW,Australia,2219,6.0,3316.94
2449,Oates,Broadberrie,Male,54,1982-06-01,41.0,Tax Accountant,n/a,Affluent Customer,N,67 Crowley Drive,VIC,Australia,3216,6.0,8662.47
2450,Jayson,Breheny,Male,64,1974-06-21,49.0,Structural Engineer,Retail,Affluent Customer,N,76 Schiller Pass,QLD,Australia,4455,2.0,3861.74
2451,Upton,Orford,Male,33,1973-03-09,50.0,Editor,Agriculture,Affluent Customer,N,71761 Almo Street,QLD,Australia,4178,3.0,3247.85
2452,Sophronia,Yerrill,Female,93,1975-07-24,47.0,Chemical Engineer,Manufacturing,Mass Customer,N,4898 Buell Terrace,VIC,Australia,3043,4.0,5207.75
2453,Ruthe,Campe,Female,22,1992-08-05,30.0,Safety Technician II,Telecommunications,High Net Worth,N,6 Morningstar Way,NSW,Australia,2165,6.0,4364.15
2454,Gene,Brome,Female,81,1960-02-13,63.0,Senior Sales Associate,Property,Mass Customer,N,15 Shelley Hill,NSW,Australia,2164,11.0,12021.27
2455,Kathe,Heatlie,Female,64,1977-10-09,45.0,NA,Manufacturing,Mass Customer,N,1556 Sheridan Hill,QLD,Australia,4165,8.0,9329.73
2456,Reidar,Pullin,Male,9,1991-05-29,32.0,Sales Associate,n/a,Mass Customer,N,6568 Northridge Pass,VIC,Australia,3029,6.0,6204.53
2457,Benito,Vearnals,Male,70,1975-04-12,48.0,Developer IV,IT,High Net Worth,N,4694 Carioca Court,QLD,Australia,4060,6.0,6770.19
2458,Leilah,Liddel,Female,73,1964-04-20,59.0,Media Manager II,Manufacturing,High Net Worth,N,6 Ryan Drive,NSW,Australia,2165,7.0,10312.56
2459,Jeanna,Naulls,Female,67,1986-01-10,37.0,Quality Engineer,Manufacturing,High Net Worth,N,975 Annamark Hill,QLD,Australia,4034,11.0,10192.17
2460,Mick,Boutellier,Male,88,1976-05-17,47.0,Nurse Practicioner,Manufacturing,High Net Worth,N,40 Ilene Drive,VIC,Australia,3690,4.0,3451.02
2461,Tully,,Male,89,1976-06-12,47.0,Speech Pathologist,n/a,Affluent Customer,N,60 Sycamore Lane,NSW,Australia,2148,6.0,5177.50
2462,Fletcher,Hutchens,Male,17,1980-07-05,42.0,Assistant Media Planner,Entertainment,Affluent Customer,N,8439 Katie Crossing,VIC,Australia,3028,6.0,6321.94
2463,Krystle,Jovicevic,Female,54,1978-01-30,45.0,Pharmacist,Health,Mass Customer,N,22 Hayes Center,VIC,Australia,3156,8.0,10942.47
2464,Cleve,Jindrak,Male,78,1983-04-06,40.0,Speech Pathologist,Retail,Mass Customer,N,3126 Butterfield Pass,NSW,Australia,2573,13.0,15429.89
2465,Paloma,Nilles,Female,31,1984-06-12,39.0,Senior Editor,n/a,Mass Customer,N,0 Moulton Plaza,NSW,Australia,2761,10.0,10673.51
2466,Araldo,Klamp,Male,62,1980-10-04,42.0,Software Test Engineer IV,Entertainment,High Net Worth,N,188 Carberry Point,QLD,Australia,4650,5.0,3842.33
2467,Ynez,Fawloe,Female,71,1975-07-15,47.0,Engineer III,Manufacturing,Affluent Customer,N,083 Farragut Avenue,NSW,Australia,2540,5.0,2590.13
2468,Parker,Barenskie,Male,51,1995-12-12,27.0,Marketing Assistant,Retail,High Net Worth,N,62052 Loomis Avenue,QLD,Australia,4014,10.0,8966.14
2469,Kermie,Hedger,U,18,,,Accounting Assistant II,IT,Mass Customer,N,49 Talmadge Trail,NSW,Australia,2036,7.0,10397.56
2470,Roy,Dunaway,Male,70,1957-07-04,65.0,NA,Agriculture,Mass Customer,N,6247 Crest Line Terrace,NSW,Australia,2250,4.0,3356.10
2471,Noland,Bresland,Male,55,1978-12-20,44.0,Geological Engineer,Manufacturing,Mass Customer,N,77 Armistice Alley,NSW,Australia,2208,5.0,5699.45
2472,Mathias,Element,Male,99,1989-06-02,34.0,Product Engineer,Health,High Net Worth,N,572 Meadow Ridge Drive,VIC,Australia,3160,6.0,5610.84
2473,Davon,,Male,50,1970-05-10,53.0,Administrative Assistant I,Entertainment,Mass Customer,N,7 Mcguire Terrace,VIC,Australia,3754,5.0,4256.68
2474,Chrysa,Burrett,Female,59,1980-06-08,43.0,Executive Secretary,Agriculture,High Net Worth,N,70 Erie Street,QLD,Australia,4814,8.0,6456.83
2475,Cammi,Ambrogioni,Female,68,1977-05-02,46.0,Quality Control Specialist,n/a,Mass Customer,N,3 Talisman Place,QLD,Australia,4017,7.0,10009.91
2476,Hal,Braddon,Male,13,1956-09-25,66.0,Administrative Officer,Property,High Net Worth,N,567 Scott Park,QLD,Australia,4118,14.0,11905.97
2477,Barney,Tilling,Male,25,1977-03-23,46.0,Electrical Engineer,Manufacturing,Affluent Customer,N,9248 Sugar Terrace,NSW,Australia,2530,1.0,2005.66
2478,Andreas,Lamke,Male,85,1966-07-07,56.0,Senior Cost Accountant,Financial Services,Affluent Customer,N,13 Tennyson Point,QLD,Australia,4370,7.0,6690.27
2479,Helge,Voller,Female,81,1996-11-06,26.0,Community Outreach Specialist,Retail,Mass Customer,N,88540 Scoville Plaza,VIC,Australia,3195,7.0,5116.42
2480,Adey,Shevlin,Female,3,1971-12-26,51.0,Nuclear Power Engineer,Manufacturing,High Net Worth,N,22779 Graedel Road,QLD,Australia,4655,5.0,4880.13
2481,Amber,Ruslin,Female,71,1979-01-20,44.0,Chief Design Engineer,Manufacturing,Mass Customer,N,51800 Meadow Vale Point,VIC,Australia,3023,7.0,5825.40
2482,Regan,Siemens,Male,95,1953-12-10,69.0,Pharmacist,Health,Mass Customer,N,1 Trailsway Lane,NSW,Australia,2145,3.0,3110.69
2483,Greta,Cotterrill,Female,54,1987-06-06,36.0,NA,Manufacturing,Mass Customer,N,65662 Haas Trail,NSW,Australia,2560,5.0,3026.94
2484,Elise,Slimm,Female,77,1979-10-03,43.0,Senior Quality Engineer,Property,Mass Customer,N,0 Union Plaza,NSW,Australia,2444,6.0,6391.38
2485,Ringo,Parkyn,Male,93,1955-07-27,67.0,Help Desk Technician,n/a,Mass Customer,N,1 Forster Junction,NSW,Australia,2880,6.0,5955.21
2486,Alaine,Halbord,Female,77,1954-03-09,69.0,Structural Engineer,Manufacturing,Mass Customer,N,24877 3rd Circle,NSW,Australia,2063,2.0,3246.42
2487,Elton,Piggford,Male,92,1978-01-13,45.0,Operator,IT,Affluent Customer,N,34797 Londonderry Trail,VIC,Australia,3806,4.0,3371.78
2488,Idalia,Braunton,Female,32,1988-11-17,34.0,Senior Financial Analyst,Financial Services,Mass Customer,N,24649 Kennedy Street,NSW,Australia,2114,6.0,6900.39
2489,Emma,Mates,Female,42,1976-06-12,47.0,Speech Pathologist,Retail,Mass Customer,N,9 Spaight Place,NSW,Australia,2102,8.0,11411.16
2490,Clint,Krause,Male,28,1987-10-01,35.0,NA,Health,Mass Customer,N,711 Hayes Court,NSW,Australia,2120,5.0,8734.81
2491,Tabbie,Turone,Male,74,1977-05-08,46.0,Clinical Specialist,Health,Mass Customer,N,30624 John Wall Point,VIC,Australia,3101,6.0,4188.55
2492,Gayelord,Lipman,Male,35,1974-02-01,49.0,Design Engineer,Manufacturing,High Net Worth,N,46 Victoria Center,NSW,Australia,2770,10.0,9560.95
2493,Rey,Collum,Male,56,1981-08-19,41.0,Assistant Media Planner,Entertainment,Mass Customer,N,99 Blackbird Court,NSW,Australia,2203,3.0,3796.09
2494,Donella,Emm,Female,98,1974-08-08,48.0,Senior Sales Associate,Manufacturing,High Net Worth,N,00 Rutledge Alley,NSW,Australia,2166,7.0,4285.35
2495,Gwenore,Suero,Female,89,1953-11-12,69.0,Assistant Professor,IT,Affluent Customer,N,719 Vahlen Way,NSW,Australia,2560,8.0,6070.48
2496,Lew,Wittleton,Male,29,1980-08-26,42.0,Web Developer II,Manufacturing,Mass Customer,N,02 Declaration Lane,QLD,Australia,4551,5.0,2637.48
2497,Gustav,Aaronsohn,Male,33,1969-04-05,54.0,Administrative Assistant IV,Property,Affluent Customer,N,9366 Judy Alley,QLD,Australia,4171,4.0,4838.81
2498,Rosana,Emmatt,Female,70,1978-02-02,45.0,Software Test Engineer III,Retail,High Net Worth,N,07623 Mandrake Trail,NSW,Australia,2093,8.0,7833.86
2499,Doll,Tschirschky,Female,77,1973-08-30,49.0,Account Representative I,Retail,Mass Customer,N,050 Buell Lane,QLD,Australia,4055,3.0,3848.07
2500,Micky,Livings,Female,35,1957-12-18,65.0,Senior Developer,Property,High Net Worth,N,556 Gale Road,QLD,Australia,4165,3.0,2134.95
2501,Ora,Meaddowcroft,Female,80,1971-07-12,51.0,Actuary,Financial Services,Mass Customer,N,24 Helena Alley,NSW,Australia,2566,7.0,9255.05
2502,Concordia,Mussington,Female,6,1964-08-23,58.0,Structural Engineer,Manufacturing,Mass Customer,N,77410 Bluejay Street,VIC,Australia,3046,5.0,4196.26
2503,Devlin,Laneham,Male,80,1967-07-16,55.0,Budget/Accounting Analyst I,Health,Affluent Customer,N,62 Doe Crossing Junction,NSW,Australia,2760,4.0,5787.38
2504,Aloysius,Huffer,Male,52,2000-04-29,23.0,NA,Property,Mass Customer,N,7 Lake View Street,QLD,Australia,4060,5.0,5458.18
2505,Myrah,McCarry,Female,45,1980-08-25,42.0,VP Marketing,Financial Services,High Net Worth,N,30 Redwing Pass,NSW,Australia,2112,9.0,8933.15
2506,Arlana,Ferrick,Female,97,1955-01-20,68.0,NA,Health,Affluent Customer,N,99488 Mccormick Terrace,NSW,Australia,2207,4.0,6108.35
2507,Alysa,Galilee,Female,77,1986-06-25,37.0,Biostatistician III,Health,Affluent Customer,N,60 Banding Terrace,NSW,Australia,2880,4.0,5918.94
2508,Virgil,Borkett,Male,98,1996-11-04,26.0,Information Systems Manager,n/a,Mass Customer,N,6220 Sugar Court,NSW,Australia,2300,10.0,13692.77
2509,Danya,Beadles,Male,99,1971-07-07,51.0,Help Desk Technician,Financial Services,Mass Customer,N,53 Anthes Point,QLD,Australia,4341,8.0,8704.25
2510,Nealson,Lowdham,Male,43,1973-04-10,50.0,Human Resources Manager,Manufacturing,Mass Customer,N,0 Mosinee Lane,VIC,Australia,3250,6.0,8828.98
2511,Jedidiah,Daulby,Male,20,1991-07-12,31.0,Technical Writer,Financial Services,Mass Customer,N,9 Caliangt Park,NSW,Australia,2087,4.0,5837.27
2512,Franzen,Halliday,Male,3,1968-05-22,55.0,Web Developer I,n/a,High Net Worth,N,0192 Ridgeview Terrace,QLD,Australia,4655,6.0,5463.88
2513,Rustie,Ligoe,Male,55,1978-07-31,44.0,Structural Analysis Engineer,Property,Mass Customer,N,6534 New Castle Plaza,NSW,Australia,2033,7.0,8776.66
2514,Vincenty,Sayer,Male,25,1975-08-11,47.0,Senior Financial Analyst,Financial Services,High Net Worth,N,6 Hoard Plaza,VIC,Australia,3111,3.0,3723.25
2515,Manya,,Female,24,1995-03-07,28.0,NA,Retail,Affluent Customer,N,440 Shasta Crossing,NSW,Australia,2118,3.0,4764.52
2516,Zoe,Kiddye,Female,42,1967-05-27,56.0,Registered Nurse,Health,Mass Customer,N,1127 Artisan Parkway,QLD,Australia,4070,3.0,1978.93
2517,Rozanna,Kegan,Female,1,1978-10-19,44.0,Research Nurse,Health,Mass Customer,N,23478 Ramsey Pass,NSW,Australia,2760,4.0,5606.30
2518,Krystalle,Ives,Female,53,1954-08-22,68.0,Recruiting Manager,n/a,Mass Customer,N,5 Warbler Avenue,VIC,Australia,3071,5.0,7538.47
2519,Ryon,Dalliston,Male,76,1979-10-17,43.0,Senior Developer,Manufacturing,Mass Customer,N,685 International Lane,QLD,Australia,4825,4.0,2487.22
2520,Gabie,Skett,Male,71,1974-05-27,49.0,Accountant III,Retail,Affluent Customer,N,6188 Anniversary Circle,QLD,Australia,4551,5.0,4952.37
2521,Kellia,Martugin,Female,35,1999-08-29,23.0,Chemical Engineer,Manufacturing,High Net Worth,N,3 American Ash Parkway,VIC,Australia,3342,3.0,2715.88
2522,Benton,MacGragh,Male,42,1977-02-03,46.0,NA,n/a,High Net Worth,N,9 Trailsway Court,NSW,Australia,2262,8.0,7544.94
2523,Lauree,Shewery,Female,28,1961-10-29,61.0,VP Marketing,Financial Services,Mass Customer,N,9 Oak Park,QLD,Australia,4205,10.0,10334.52
2524,Rustie,Kingsland,Male,84,1969-05-29,54.0,Help Desk Technician,Retail,Mass Customer,N,82 Lukken Lane,NSW,Australia,2190,6.0,4384.97
2525,Hans,Ison,Male,25,1992-10-03,30.0,Cost Accountant,Financial Services,Mass Customer,N,88551 Hollow Ridge Pass,VIC,Australia,3500,1.0,1977.36
2526,Izaak,Dopson,Male,89,1969-02-01,54.0,Software Test Engineer II,Manufacturing,Mass Customer,N,283 Claremont Hill,NSW,Australia,2138,6.0,6373.21
2527,Arly,Petersen,Female,60,1980-07-19,42.0,Technical Writer,n/a,Affluent Customer,N,633 Menomonie Junction,VIC,Australia,3523,7.0,8751.73
2528,Cassie,Toffaloni,Male,81,1978-09-23,44.0,Senior Editor,Financial Services,Affluent Customer,N,3 Myrtle Terrace,QLD,Australia,4161,7.0,10825.94
2529,Ben,Laidler,Male,81,1954-05-11,69.0,Quality Engineer,Manufacturing,High Net Worth,N,3 Park Meadow Drive,VIC,Australia,3023,7.0,6690.16
2530,Engracia,Foulcher,Female,63,1960-08-03,62.0,Business Systems Development Analyst,Property,Mass Customer,N,2757 Green Ridge Circle,NSW,Australia,2567,7.0,6133.91
2531,Brendan,Verbeke,Male,48,1981-08-20,41.0,Teacher,Property,High Net Worth,N,46 Dawn Way,NSW,Australia,2340,7.0,6685.60
2532,Milli,Hubbert,Female,27,1969-05-01,54.0,NA,Manufacturing,Mass Customer,N,53723 Dunning Street,NSW,Australia,2153,1.0,71.49
2533,Harper,Ioannidis,Male,11,1993-07-26,29.0,Speech Pathologist,Health,Affluent Customer,N,671 Mallory Pass,NSW,Australia,2177,3.0,5080.10
2534,Estelle,Lithgow,Female,70,1965-06-21,58.0,Research Associate,Manufacturing,Affluent Customer,N,025 Knutson Terrace,NSW,Australia,2350,7.0,8525.70
2535,Butch,Broadnicke,Male,53,1981-08-20,41.0,Accountant III,Financial Services,Affluent Customer,N,778 Cambridge Street,QLD,Australia,4209,6.0,6392.67
2536,Aigneis,Brignall,Female,71,1964-06-10,59.0,Associate Professor,Health,Mass Customer,N,601 Dryden Way,NSW,Australia,2264,6.0,9145.10
2537,Peggi,Tolan,Female,8,1989-09-06,33.0,Senior Quality Engineer,n/a,Affluent Customer,N,3144 Ruskin Trail,NSW,Australia,2046,11.0,12786.50
2538,Jacinta,Petrillo,Female,13,1959-01-22,64.0,NA,n/a,High Net Worth,N,94554 Derek Trail,NSW,Australia,2009,9.0,8532.33
2539,Tracie,Ashdown,Male,68,1967-04-22,56.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,0166 Stephen Drive,NSW,Australia,2785,5.0,6015.19
2540,Donavon,,U,14,,,Executive Secretary,IT,Mass Customer,N,49 Sheridan Circle,NSW,Australia,2560,7.0,8868.64
2541,Cleveland,Islep,Male,17,2000-03-14,23.0,Software Engineer II,Financial Services,High Net Worth,N,6865 Duke Trail,NSW,Australia,2234,2.0,2350.92
2542,Amanda,Leverington,Female,43,1966-03-11,57.0,Accounting Assistant I,Property,Affluent Customer,N,2 Larry Trail,NSW,Australia,2207,7.0,10741.16
2543,Horacio,Kitchin,Male,41,1999-06-03,24.0,Web Developer III,n/a,Affluent Customer,N,1 Straubel Alley,NSW,Australia,2117,4.0,5543.46
2544,Ellery,Bowra,Male,73,1988-01-31,35.0,VP Marketing,Manufacturing,Mass Customer,N,440 Ronald Regan Pass,NSW,Australia,2261,6.0,7728.94
