transaction_id,product_id,customer_id,first_name,last_name,gender,num_prev_purchase,DOB,age,job_title,job_industry,wealth_segment,owns_car,street,state,country,post_code,brand,product_line,product_class,product_size,list_price,standard_cost,transaction_date,day_of_week,year,month,day,online_order,order_status
12428,48,1484,Willette,Boodell,Female,26,1986-03-05,37,Administrative Assistant IV,,Mass Customer,N,2 Barby Trail,NSW,Australia,2769,WeareA2B,Standard,medium,medium,1762.96,950.52,2017-02-25,Saturday,2017,2,25,TRUE,Approved
12429,48,519,Rabi,Nissle,Male,83,2000-04-07,23,,,Mass Customer,N,2595 Grover Drive,VIC,Australia,3124,WeareA2B,Standard,medium,medium,1762.96,950.52,2017-09-16,Saturday,2017,9,16,TRUE,Approved
12430,7,599,Ernestus,Cruden,,48,,,Senior Financial Analyst,Financial Services,Mass Customer,N,86 Huxley Parkway,VIC,Australia,3068,Trek Bicycles,Road,low,medium,980.37,234.43,2017-08-26,Saturday,2017,8,26,TRUE,Approved
12431,86,2564,Bell,Carley,Female,18,1976-04-29,47,Engineer III,Health,Mass Customer,N,1 Mendota Drive,NSW,Australia,2107,OHM Cycles,Standard,medium,medium,235.63,125.07,2017-11-13,Monday,2017,11,13,FALSE,Approved
12432,0,1760,Kelsy,Barrowcliff,Female,68,1966-04-27,57,Dental Hygienist,Health,High Net Worth,N,7714 Heffernan Circle,VIC,Australia,3130,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-03-16,Thursday,2017,3,16,TRUE,Approved
12433,22,2611,Aeriel,Lejeune,Female,36,1991-02-18,32,Tax Accountant,Financial Services,Affluent Customer,N,23426 Transport Center,NSW,Australia,2218,WeareA2B,Standard,medium,medium,60.34,45.26,2017-07-30,Sunday,2017,7,30,TRUE,Approved
12434,36,3499,Shelton,Tewkesberrie,Male,29,1979-06-17,44,,Manufacturing,Mass Customer,N,310 Stephen Terrace,QLD,Australia,4073,Solex,Standard,low,medium,945.04,507.58,2017-04-25,Tuesday,2017,4,25,FALSE,Approved
12435,45,1611,Terencio,,Male,93,1971-11-22,51,Developer IV,Health,High Net Worth,N,6491 Gerald Court,NSW,Australia,2261,Solex,Standard,medium,medium,441.49,84.99,2017-03-21,Tuesday,2017,3,21,FALSE,Approved
12436,29,2219,Ansel,Napier,Male,73,1982-03-01,41,Senior Quality Engineer,,High Net Worth,N,079 Katie Alley,VIC,Australia,3216,WeareA2B,Standard,medium,medium,1065.03,230.09,2017-02-22,Wednesday,2017,2,22,TRUE,Approved
12437,17,718,Cathe,Lorriman,Female,38,1978-02-18,45,Engineer I,Manufacturing,Mass Customer,N,8080 Victoria Plaza,QLD,Australia,4217,Solex,Standard,high,medium,1024.66,614.8,2017-09-20,Wednesday,2017,9,20,TRUE,Approved
12438,100,1751,Sara-ann,Haddick,Female,49,1969-03-23,54,,Health,Mass Customer,N,441 Old Shore Circle,NSW,Australia,2131,Norco Bicycles,Road,medium,medium,1036.59,206.35,2017-04-13,Thursday,2017,4,13,TRUE,Approved
12439,0,842,Mahmud,Dobbson,Male,59,1999-08-16,23,Compensation Analyst,Financial Services,High Net Worth,N,511 Gulseth Plaza,VIC,Australia,3028,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-11-05,Sunday,2017,11,5,TRUE,Approved
12440,97,211,Beitris,,Female,6,1974-03-04,49,VP Marketing,Manufacturing,Mass Customer,N,78 Rockefeller Park,NSW,Australia,2159,Solex,Standard,medium,large,202.62,151.96,2017-01-17,Tuesday,2017,1,17,FALSE,Approved
12441,95,4,Talbot,,Male,33,1961-10-03,61,,IT,Mass Customer,N,0 Holy Cross Court,QLD,Australia,4211,Giant Bicycles,Standard,medium,large,569.56,528.43,2017-04-03,Monday,2017,4,3,FALSE,Approved
12442,32,116,Scottie,Swiffen,Male,49,1999-02-05,24,Assistant Professor,Manufacturing,Affluent Customer,N,0349 Farmco Terrace,NSW,Australia,2168,Giant Bicycles,Standard,medium,medium,642.7,211.37,2017-07-02,Sunday,2017,7,2,TRUE,Approved
12443,4,3253,Bernadine,Shakeshaft,Female,42,1990-02-10,33,Cost Accountant,Financial Services,High Net Worth,N,888 Warrior Avenue,NSW,Australia,2170,Giant Bicycles,Standard,high,medium,1129.13,677.48,2017-12-25,Monday,2017,12,25,FALSE,Approved
12444,57,1182,Carolann,Ottiwill,Female,84,1975-01-11,48,Data Coordiator,IT,Mass Customer,N,62 Elka Terrace,NSW,Australia,2430,WeareA2B,Touring,medium,large,1890.39,260.14,2017-10-20,Friday,2017,10,20,TRUE,Approved
12445,14,683,Brennan,Gagen,Male,60,1962-05-16,61,,Manufacturing,Mass Customer,N,40545 Forster Point,NSW,Australia,2262,Solex,Standard,high,large,1842.92,1.0,2017-01-21,Saturday,2017,1,21,FALSE,Approved
12446,25,1769,Sheridan,Shaves,Male,13,1960-11-26,62,,,Mass Customer,N,466 Westport Drive,NSW,Australia,2263,Giant Bicycles,Road,medium,medium,1538.99,829.65,2017-11-24,Friday,2017,11,24,FALSE,Approved
12447,33,1891,Neville,Bloyes,Male,6,1990-03-02,33,Marketing Manager,Retail,Mass Customer,N,5786 Kinsman Point,NSW,Australia,2127,Giant Bicycles,Standard,medium,small,1311.44,1.0,2017-06-27,Tuesday,2017,6,27,TRUE,Approved
12448,74,1613,Ernesta,Billany,Female,18,1977-05-25,46,,Property,Mass Customer,N,55433 Schmedeman Lane,NSW,Australia,2263,WeareA2B,Standard,medium,medium,1228.07,400.91,2017-09-19,Tuesday,2017,9,19,FALSE,Approved
12449,61,70,Foster,Vannoort,Male,78,1993-02-27,30,Paralegal,Financial Services,Affluent Customer,N,9 Bonner Road,NSW,Australia,2070,OHM Cycles,Standard,low,medium,71.16,56.93,2017-12-10,Sunday,2017,12,10,TRUE,Approved
12450,36,1861,Charlena,Muzzi,Female,26,1967-07-18,55,Geological Engineer,Manufacturing,Mass Customer,N,7939 Toban Crossing,NSW,Australia,2770,Solex,Standard,low,medium,945.04,507.58,2017-01-28,Saturday,2017,1,28,FALSE,Approved
12451,11,2018,Richie,Matts,Male,80,1963-01-30,60,Senior Developer,Financial Services,Affluent Customer,N,23700 Dennis Way,NSW,Australia,2075,Giant Bicycles,Standard,high,medium,1274.93,764.96,2017-04-28,Friday,2017,4,28,TRUE,Approved
12452,45,805,Jorrie,Hanhardt,Female,48,1960-04-19,63,Electrical Engineer,Manufacturing,Mass Customer,N,80932 5th Street,NSW,Australia,2754,Solex,Standard,medium,medium,441.49,84.99,2017-07-20,Thursday,2017,7,20,TRUE,Approved
12453,12,151,Donnie,Brimson,Male,36,1965-01-31,58,Marketing Manager,Manufacturing,Mass Customer,N,34457 Springview Street,NSW,Australia,2759,WeareA2B,Standard,medium,medium,1231.15,161.6,2017-12-30,Saturday,2017,12,30,FALSE,Approved
12454,99,3300,Quintus,Gouldthorpe,Male,47,1961-05-22,62,Executive Secretary,Retail,Mass Customer,N,08 Upham Place,NSW,Australia,2176,Trek Bicycles,Road,low,small,1720.7,1.0,2017-12-15,Friday,2017,12,15,FALSE,Approved
12455,65,1947,Gretta,Patrone,Female,66,1963-12-11,59,Geologist II,Telecommunications,Affluent Customer,N,4262 Melvin Avenue,NSW,Australia,2759,WeareA2B,Standard,medium,medium,1807.45,778.69,2017-04-22,Saturday,2017,4,22,FALSE,Approved
12456,83,712,Norine,Antonik,Female,22,1961-05-20,62,,IT,Mass Customer,N,6 Morning Drive,NSW,Australia,2232,Solex,Touring,medium,large,2083.94,675.03,2017-09-18,Monday,2017,9,18,FALSE,Approved
12457,0,1221,Byrom,Draisey,Male,75,1995-09-25,27,VP Product Management,Health,High Net Worth,N,94219 Buell Circle,NSW,Australia,2020,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-02-01,Wednesday,2017,2,1,FALSE,Approved
12458,7,1602,Shamus,Dennerly,Male,68,1979-01-09,44,Professor,Retail,Mass Customer,N,978 Valley Edge Park,NSW,Australia,2777,Trek Bicycles,Road,low,medium,980.37,234.43,2017-05-20,Saturday,2017,5,20,FALSE,Approved
12459,69,1461,Earl,Skeels,Male,71,1957-01-04,66,,Retail,Mass Customer,N,3 Independence Hill,NSW,Australia,2560,Giant Bicycles,Road,medium,medium,792.9,594.68,2017-03-16,Thursday,2017,3,16,FALSE,Approved
12460,60,3266,Lambert,Edser,Male,68,1995-05-21,28,Account Representative III,,Mass Customer,N,3 Myrtle Pass,NSW,Australia,2095,Giant Bicycles,Standard,high,small,1977.36,1.0,2017-08-10,Thursday,2017,8,10,FALSE,Approved
12461,0,2968,Lek,Viel,Male,38,1977-11-25,45,Human Resources Assistant III,Retail,High Net Worth,N,8 Glendale Terrace,QLD,Australia,4014,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-02-06,Monday,2017,2,6,TRUE,Approved
12462,0,870,Hugh,Wilce,Male,63,1964-01-29,59,Pharmacist,Health,Mass Customer,N,383 Rockefeller Junction,NSW,Australia,2753,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-10-30,Monday,2017,10,30,FALSE,Approved
12463,36,1987,Jacobo,Rosenblum,Male,56,1956-06-08,67,Research Associate,Health,Affluent Customer,N,427 Rockefeller Drive,NSW,Australia,2093,Solex,Standard,low,medium,945.04,507.58,2017-02-21,Tuesday,2017,2,21,FALSE,Approved
12464,72,1467,Alysia,Cantrill,Female,1,1975-12-16,47,,Manufacturing,Mass Customer,N,11606 Myrtle Street,NSW,Australia,2207,Norco Bicycles,Standard,medium,medium,360.4,270.3,2017-11-28,Tuesday,2017,11,28,TRUE,Approved
12465,23,2165,Marlie,Teesdale,,16,,,Civil Engineer,Manufacturing,Affluent Customer,N,0134 Swallow Pass,VIC,Australia,3030,Norco Bicycles,Mountain,low,small,688.63,612.88,2017-10-26,Thursday,2017,10,26,FALSE,Approved
12466,96,2444,Emmet,Cristoforo,Male,22,1977-05-13,46,Associate Professor,Manufacturing,High Net Worth,N,8 Superior Court,VIC,Australia,3174,Giant Bicycles,Standard,medium,large,1635.3,993.66,2017-11-16,Thursday,2017,11,16,FALSE,Approved
12467,36,1475,Aristotle,Jess,Male,41,1985-07-21,37,Recruiting Manager,Retail,Affluent Customer,N,558 Thompson Junction,NSW,Australia,2440,Solex,Standard,low,medium,945.04,507.58,2017-10-14,Saturday,2017,10,14,,Approved
12468,84,3251,Cammie,Edridge,Female,95,1976-08-27,46,Safety Technician II,Financial Services,High Net Worth,N,11 Mifflin Junction,NSW,Australia,2193,Giant Bicycles,Road,medium,medium,792.9,594.68,2017-06-26,Monday,2017,6,26,FALSE,Approved
12469,28,256,Linell,Beadle,Female,16,1975-05-07,48,Director of Sales,Health,High Net Worth,N,5130 Manley Court,NSW,Australia,2287,Norco Bicycles,Standard,medium,small,1216.14,1.0,2017-10-16,Monday,2017,10,16,TRUE,Approved
12470,51,2967,Dud,Coom,Male,60,1979-09-14,43,Social Worker,Health,Affluent Customer,N,3673 Jenna Center,QLD,Australia,4301,OHM Cycles,Standard,high,medium,2005.66,1.0,2017-02-04,Saturday,2017,2,4,TRUE,Approved
12471,87,2492,Gayelord,Lipman,Male,35,1974-02-01,49,Design Engineer,Manufacturing,High Net Worth,N,46 Victoria Center,NSW,Australia,2770,Giant Bicycles,Standard,high,medium,1179.0,707.4,2017-11-21,Tuesday,2017,11,21,FALSE,Approved
12472,9,2088,Ernie,Wankel,Male,2,1969-10-09,53,Senior Financial Analyst,Financial Services,Mass Customer,N,59 Prentice Lane,QLD,Australia,4551,OHM Cycles,Road,medium,medium,742.54,667.4,2017-04-07,Friday,2017,4,7,FALSE,Approved
12473,0,2422,Crysta,Woliter,Female,96,1978-11-30,44,Librarian,Entertainment,High Net Worth,N,61976 Emmet Junction,NSW,Australia,2178,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-06-22,Thursday,2017,6,22,FALSE,Approved
12474,61,2910,Drucill,Petrus,Female,15,1962-12-17,60,Registered Nurse,Health,Mass Customer,N,46418 Hauk Pass,VIC,Australia,3184,OHM Cycles,Standard,low,medium,71.16,56.93,2017-05-12,Friday,2017,5,12,FALSE,Approved
12475,73,3173,Angelo,,Male,55,2001-10-10,21,Computer Systems Analyst I,Health,Mass Customer,N,8 Erie Center,VIC,Australia,3690,Solex,Standard,medium,medium,1945.43,333.18,2017-11-15,Wednesday,2017,11,15,FALSE,Approved
12476,41,171,Halli,Davidoff,Female,62,1970-12-04,52,Assistant Manager,Manufacturing,Mass Customer,N,13950 Jackson Avenue,NSW,Australia,2099,Solex,Road,medium,medium,416.98,312.74,2017-03-24,Friday,2017,3,24,TRUE,Approved
12477,61,700,Josias,Mulliner,Male,67,1990-02-20,33,,Financial Services,Mass Customer,N,6046 Sheridan Way,NSW,Australia,2322,OHM Cycles,Standard,low,medium,71.16,56.93,2017-04-27,Thursday,2017,4,27,FALSE,Approved
12478,33,1683,Brenn,Bacon,,72,,,Budget/Accounting Analyst I,IT,Mass Customer,N,4709 Cardinal Hill,NSW,Australia,2028,Giant Bicycles,Standard,medium,small,1311.44,1.0,2017-05-24,Wednesday,2017,5,24,TRUE,Approved
12479,70,3329,Karissa,Leal,Female,97,1974-08-06,48,,,High Net Worth,N,14 Warbler Hill,NSW,Australia,2770,Trek Bicycles,Standard,high,medium,495.72,297.43,2017-12-12,Tuesday,2017,12,12,TRUE,Approved
12480,9,2519,Ryon,Dalliston,Male,76,1979-10-17,43,Senior Developer,Manufacturing,Mass Customer,N,685 International Lane,QLD,Australia,4825,OHM Cycles,Road,medium,medium,742.54,667.4,2017-07-09,Sunday,2017,7,9,TRUE,Approved
12481,48,2653,Aylmer,Glenwright,Male,80,1995-01-05,28,Food Chemist,Health,Affluent Customer,N,7163 2nd Point,VIC,Australia,3931,WeareA2B,Standard,medium,medium,1762.96,950.52,2017-06-12,Monday,2017,6,12,TRUE,Approved
12482,52,2193,Roldan,Carrington,Male,66,1955-12-16,67,Developer III,,Mass Customer,N,9 Hauk Alley,VIC,Australia,3915,OHM Cycles,Road,medium,medium,1280.28,829.51,2017-10-08,Sunday,2017,10,8,TRUE,Approved
12483,45,308,Iver,Dobsons,Male,2,1983-03-09,40,Database Administrator I,IT,High Net Worth,N,5982 Mosinee Avenue,VIC,Australia,3340,Solex,Standard,medium,medium,441.49,84.99,2017-12-01,Friday,2017,12,1,TRUE,Approved
12484,65,1435,Derek,Podmore,Male,96,1968-04-27,55,Software Engineer II,Telecommunications,Affluent Customer,N,8934 Park Meadow Street,NSW,Australia,2756,WeareA2B,Standard,medium,medium,1807.45,778.69,2017-05-15,Monday,2017,5,15,FALSE,Approved
12485,85,2805,Laverna,Shiril,Female,0,1992-06-27,30,,Manufacturing,High Net Worth,N,4672 Morningstar Circle,NSW,Australia,2760,WeareA2B,Standard,medium,medium,752.64,205.36,2017-01-01,Sunday,2017,1,1,TRUE,Approved
12486,44,3194,Hakeem,Bernardinelli,Male,38,1978-03-11,45,Physical Therapy Assistant,Manufacturing,Mass Customer,N,40252 Springs Park,QLD,Australia,4870,WeareA2B,Standard,medium,medium,1769.64,108.76,2017-08-25,Friday,2017,8,25,TRUE,Cancelled
12487,32,1324,Randie,Arnowitz,Female,88,1978-02-22,45,Web Designer III,Manufacturing,Mass Customer,N,7 John Wall Parkway,QLD,Australia,4020,Giant Bicycles,Standard,medium,medium,642.7,211.37,2017-04-07,Friday,2017,4,7,FALSE,Cancelled
12488,31,1035,Kara-lynn,Doddridge,Female,77,1976-11-02,46,Operator,Retail,Affluent Customer,N,6 Kedzie Hill,NSW,Australia,2214,WeareA2B,Standard,medium,medium,752.64,205.36,2017-12-17,Sunday,2017,12,17,TRUE,Approved
12489,50,1130,Juli,Prine,Female,90,1964-12-06,58,Sales Associate,,Mass Customer,N,6 Buell Point,NSW,Australia,2062,WeareA2B,Standard,medium,small,175.89,131.92,2017-09-04,Monday,2017,9,4,FALSE,Approved
12490,46,3403,Jessalyn,Zoellner,Female,27,1994-05-14,29,Senior Financial Analyst,Financial Services,Mass Customer,N,59364 Huxley Drive,VIC,Australia,3028,Solex,Standard,low,medium,1289.85,74.51,2017-02-01,Wednesday,2017,2,1,FALSE,Approved
12491,59,2081,Gelya,Coaker,Female,69,1972-06-21,51,Senior Editor,Financial Services,Mass Customer,N,2444 Aberg Hill,NSW,Australia,2067,WeareA2B,Standard,medium,small,1415.01,1.0,2017-03-06,Monday,2017,3,6,TRUE,Approved
12492,1,2568,Anna-diana,Slyne,Female,42,1983-02-16,40,Staff Scientist,Manufacturing,Mass Customer,N,084 Brickson Park Park,VIC,Australia,3177,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2017-03-04,Saturday,2017,3,4,TRUE,Approved
12493,88,216,Cinderella,Parcall,Female,12,1995-01-12,28,Quality Engineer,Financial Services,High Net Worth,N,231 Havey Court,NSW,Australia,2153,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2017-12-14,Thursday,2017,12,14,TRUE,Approved
12494,12,3295,Cleavland,Karchowski,Male,14,1964-05-26,59,Human Resources Assistant III,Retail,High Net Worth,N,133 Quincy Avenue,VIC,Australia,3810,WeareA2B,Standard,medium,medium,1231.15,161.6,2017-03-31,Friday,2017,3,31,TRUE,Approved
12495,45,1277,Elias,Gerrie,Male,26,1972-12-26,50,Help Desk Technician,,Mass Customer,N,6659 Kenwood Plaza,QLD,Australia,4380,Solex,Standard,medium,medium,441.49,84.99,2017-03-11,Saturday,2017,3,11,FALSE,Approved
12496,23,2742,Osgood,Risby,Male,50,1979-04-14,44,Actuary,Financial Services,High Net Worth,N,82206 Dennis Place,QLD,Australia,4124,Norco Bicycles,Mountain,low,small,688.63,612.88,2017-09-26,Tuesday,2017,9,26,FALSE,Approved
12497,83,941,Tye,Doohan,Male,13,1995-02-02,28,Recruiting Manager,Financial Services,Affluent Customer,N,5 Gale Street,QLD,Australia,4507,Solex,Touring,medium,large,2083.94,675.03,2017-06-29,Thursday,2017,6,29,FALSE,Approved
12498,17,3267,Gerri,Prott,Male,20,1987-05-30,36,,Property,High Net Worth,N,04449 Drewry Junction,NSW,Australia,2869,Solex,Standard,high,medium,1024.66,614.8,2017-10-03,Tuesday,2017,10,3,TRUE,Approved
12499,14,3286,Kent,Hatter,Male,23,1961-06-02,62,Assistant Media Planner,Entertainment,Mass Customer,N,1 Fairview Park,VIC,Australia,3977,Solex,Standard,high,large,1842.92,1.0,2017-08-19,Saturday,2017,8,19,TRUE,Approved
12500,25,2813,Lillian,Crookall,Female,51,1953-09-10,69,Chemical Engineer,Manufacturing,Mass Customer,N,64 Village Green Pass,NSW,Australia,2048,Giant Bicycles,Road,medium,medium,1538.99,829.65,2017-01-30,Monday,2017,1,30,FALSE,Approved
12501,95,343,Nicole,Johananoff,Female,76,1957-08-14,65,Recruiter,Property,Affluent Customer,N,6860 Green Ridge Avenue,NSW,Australia,2126,Giant Bicycles,Standard,medium,large,569.56,528.43,2017-04-08,Saturday,2017,4,8,TRUE,Approved
12502,20,1015,Toiboid,Sorrel,Male,7,1955-04-01,68,Web Developer I,Health,Mass Customer,N,738 Division Street,VIC,Australia,3024,Trek Bicycles,Standard,medium,small,1775.81,1.0,2017-04-24,Monday,2017,4,24,FALSE,Approved
12503,21,2791,Dew,Lavrinov,Male,72,1988-04-12,35,Financial Advisor,Financial Services,Mass Customer,N,11 Manufacturers Junction,NSW,Australia,2170,Solex,Standard,medium,large,1071.23,380.74,2017-11-23,Thursday,2017,11,23,,Approved
12504,43,1030,Nariko,Dummigan,Female,9,1962-05-05,61,Food Chemist,Health,Mass Customer,N,4870 Shelley Alley,VIC,Australia,3225,Solex,Standard,medium,medium,1151.96,649.49,2017-05-30,Tuesday,2017,5,30,FALSE,Approved
12505,12,1777,Lucinda,Jerok,Female,47,1994-05-02,29,Sales Representative,Retail,Affluent Customer,N,835 West Hill,NSW,Australia,2118,WeareA2B,Standard,medium,medium,1231.15,161.6,2017-08-22,Tuesday,2017,8,22,FALSE,Approved
12506,93,87,Fields,Langdon,Male,78,1974-04-23,49,Editor,Financial Services,Mass Customer,N,4423 Bartelt Parkway,NSW,Australia,2038,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-04-07,Friday,2017,4,7,FALSE,Approved
12507,47,1819,Deedee,Fransinelli,Female,26,1994-11-23,28,Graphic Designer,Entertainment,Mass Customer,N,1 Garrison Street,VIC,Australia,3103,Trek Bicycles,Road,low,small,1720.7,1.0,2017-01-15,Sunday,2017,1,15,FALSE,Approved
12508,48,2528,Cassie,Toffaloni,Male,81,1978-09-23,44,Senior Editor,Financial Services,Affluent Customer,N,3 Myrtle Terrace,QLD,Australia,4161,WeareA2B,Standard,medium,medium,1762.96,950.52,2017-10-15,Sunday,2017,10,15,TRUE,Approved
12509,38,196,Swen,Odhams,Male,90,1966-02-22,57,Programmer Analyst II,Manufacturing,High Net Worth,N,0 Superior Drive,NSW,Australia,2747,Trek Bicycles,Standard,medium,large,2091.47,388.92,2017-03-31,Friday,2017,3,31,FALSE,Approved
12510,52,2195,Nevsa,Taill,Female,94,1987-05-02,36,GIS Technical Architect,Financial Services,Affluent Customer,N,9 Barnett Street,QLD,Australia,4179,OHM Cycles,Road,medium,medium,1280.28,829.51,2017-06-25,Sunday,2017,6,25,FALSE,Approved
12511,81,583,Tirrell,Haysham,Male,97,1986-04-14,37,Registered Nurse,Health,Mass Customer,N,8 Sommers Circle,NSW,Australia,2305,Solex,Standard,medium,medium,1151.96,649.49,2017-10-12,Thursday,2017,10,12,TRUE,Approved
12512,57,1452,Zachery,Hamber,Male,99,1955-12-31,67,Safety Technician III,Retail,Mass Customer,N,913 Londonderry Trail,NSW,Australia,2567,WeareA2B,Touring,medium,large,1890.39,260.14,2017-07-21,Friday,2017,7,21,TRUE,Approved
12513,42,2992,Crystal,Assur,Female,26,1974-05-31,49,Clinical Specialist,Health,Mass Customer,N,9610 Gateway Trail,VIC,Australia,3429,OHM Cycles,Road,medium,small,1810.0,1.0,2017-02-25,Saturday,2017,2,25,TRUE,Approved
12514,31,908,Carry,Tomlett,Female,86,1980-08-28,42,,Financial Services,Affluent Customer,N,352 Bonner Crossing,VIC,Australia,3084,WeareA2B,Standard,medium,medium,752.64,205.36,2017-10-02,Monday,2017,10,2,TRUE,Approved
12515,80,1059,Chantal,Plante,Female,68,1968-02-16,55,Account Representative III,Entertainment,High Net Worth,N,1149 Riverside Parkway,NSW,Australia,2016,OHM Cycles,Touring,low,medium,1073.07,933.84,2017-08-04,Friday,2017,8,4,TRUE,Approved
12516,49,2962,Shari,MacCallester,Female,26,1971-07-12,51,Information Systems Manager,Property,Mass Customer,N,860 Banding Terrace,NSW,Australia,2029,Trek Bicycles,Road,medium,medium,533.51,400.13,2017-10-14,Saturday,2017,10,14,FALSE,Approved
12517,0,2306,Hilary,Tregunna,Female,98,1960-04-19,63,Paralegal,Financial Services,High Net Worth,N,9 Lake View Avenue,VIC,Australia,3178,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-12-24,Sunday,2017,12,24,TRUE,Approved
12518,0,2281,Valaria,Abrehart,Female,56,1989-05-10,34,,,High Net Worth,N,33550 Spohn Terrace,VIC,Australia,3630,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-04-27,Thursday,2017,4,27,TRUE,Approved
12519,6,565,Saleem,Meller,Male,30,1959-10-02,63,Civil Engineer,Manufacturing,Mass Customer,N,5861 Browning Park,NSW,Australia,2065,OHM Cycles,Standard,high,medium,227.88,136.73,2017-09-17,Sunday,2017,9,17,FALSE,Approved
12520,97,3346,Nadya,Callaghan,Female,61,1991-09-11,31,Software Consultant,Financial Services,High Net Worth,N,7353 Thierer Road,QLD,Australia,4300,Solex,Standard,medium,large,202.62,151.96,2017-05-07,Sunday,2017,5,7,FALSE,Approved
12521,30,2508,Virgil,Borkett,Male,98,1996-11-04,26,Information Systems Manager,,Mass Customer,N,6220 Sugar Court,NSW,Australia,2300,Solex,Standard,high,medium,748.17,448.9,2017-06-08,Thursday,2017,6,8,TRUE,Approved
12522,6,741,Cristionna,Mapes,Female,16,1979-02-15,44,,,Mass Customer,N,0297 Merchant Avenue,QLD,Australia,4121,OHM Cycles,Standard,high,medium,227.88,136.73,2017-08-04,Friday,2017,8,4,FALSE,Approved
12523,80,2513,Rustie,Ligoe,Male,55,1978-07-31,44,Structural Analysis Engineer,Property,Mass Customer,N,6534 New Castle Plaza,NSW,Australia,2033,OHM Cycles,Touring,low,medium,1073.07,933.84,2017-03-04,Saturday,2017,3,4,FALSE,Approved
12524,47,1960,Falkner,Jochens,Male,86,1978-07-03,44,Software Engineer II,,Mass Customer,N,8 Carioca Terrace,QLD,Australia,4007,Trek Bicycles,Road,low,small,1720.7,1.0,2017-10-22,Sunday,2017,10,22,TRUE,Approved
12525,10,2095,Anette,Guerreiro,Female,69,1989-11-13,33,Account Executive,Manufacturing,Affluent Customer,N,158 Lindbergh Crossing,VIC,Australia,3136,Solex,Standard,medium,medium,1945.43,333.18,2017-02-25,Saturday,2017,2,25,FALSE,Approved
12526,23,266,Lelia,Garatty,Female,69,1989-07-19,33,Account Executive,Retail,Affluent Customer,N,109 Tomscot Avenue,NSW,Australia,2010,Norco Bicycles,Mountain,low,small,688.63,612.88,2017-11-28,Tuesday,2017,11,28,TRUE,Approved
12527,78,1317,Barrett,Lindley,Male,2,1973-01-18,50,General Manager,Retail,Mass Customer,N,58563 Monterey Hill,QLD,Australia,4300,Giant Bicycles,Standard,medium,large,1765.3,709.48,2017-05-09,Tuesday,2017,5,9,FALSE,Approved
12528,8,1143,Goraud,Boissieux,Male,64,1955-03-06,68,Office Assistant IV,Health,Mass Customer,N,107 Moland Court,NSW,Australia,2579,Solex,Road,medium,small,1703.52,1.0,2017-01-05,Thursday,2017,1,5,FALSE,Approved
12529,28,2152,Junina,Labone,Female,40,1968-11-05,54,Database Administrator III,Manufacturing,Mass Customer,N,2800 Dottie Trail,VIC,Australia,3071,Norco Bicycles,Standard,medium,small,1216.14,1.0,2017-10-25,Wednesday,2017,10,25,FALSE,Approved
12530,75,1736,Garrek,Rowbotham,Male,83,1998-05-10,25,Associate Professor,IT,Affluent Customer,N,2538 Gateway Pass,QLD,Australia,4152,Giant Bicycles,Touring,medium,large,1873.97,863.95,2017-06-04,Sunday,2017,6,4,TRUE,Approved
12531,50,2484,Elise,Slimm,Female,77,1979-10-03,43,Senior Quality Engineer,Property,Mass Customer,N,0 Union Plaza,NSW,Australia,2444,WeareA2B,Standard,medium,small,175.89,131.92,2017-12-03,Sunday,2017,12,3,TRUE,Approved
12532,54,960,Lannie,Crumley,Male,1,1968-10-10,54,GIS Technical Architect,Health,Mass Customer,N,7823 Village Green Park,VIC,Australia,3030,WeareA2B,Standard,medium,medium,1292.84,13.44,2017-02-18,Saturday,2017,2,18,TRUE,Approved
12533,81,926,Terrel,Matthisson,Male,18,1965-10-14,57,Professor,Telecommunications,Affluent Customer,N,9987 Stuart Alley,NSW,Australia,2766,Solex,Standard,medium,medium,1151.96,649.49,2017-07-16,Sunday,2017,7,16,FALSE,Approved
12534,21,369,Alic,Trenear,Male,19,1991-08-24,31,Actuary,Financial Services,Mass Customer,N,6085 Petterle Circle,VIC,Australia,3130,Solex,Standard,medium,large,1071.23,380.74,2017-03-02,Thursday,2017,3,2,TRUE,Approved
12535,0,2972,Deena,Burnsides,Female,11,1956-03-18,67,,,High Net Worth,N,2126 Debra Point,NSW,Australia,2127,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-09-03,Sunday,2017,9,3,FALSE,Approved
12536,2,2693,Abram,Phillipson,Male,91,1968-04-11,55,Research Assistant III,Health,High Net Worth,N,03 Old Shore Terrace,QLD,Australia,4078,Solex,Standard,medium,medium,71.49,53.62,2017-11-04,Saturday,2017,11,4,FALSE,Approved
